product_idx,true_class,true_class_cz,true_distance,rules_class,rules_class_cz,rules_distance,ml_class,ml_class_cz,ml_distance,savings_m
28528,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
20650,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
8809,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
25522,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
10647,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
676,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
4472,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
1030,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
28128,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
8160,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
25937,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
571,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
6295,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
26092,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
6796,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
16570,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
28058,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
8403,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
5424,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
18480,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
25490,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
13913,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
24353,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
26781,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
27446,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
22063,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
15834,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
17232,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
20038,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
10162,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18600,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
13166,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
9657,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
17085,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
9949,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
6324,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
27503,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
16729,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
32514,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
13437,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
6532,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
1233,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
3628,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
31305,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
13218,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18286,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
26495,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15616,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
9079,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
21074,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
32154,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
20064,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
2760,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
1486,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21515,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
2999,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
31882,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
17319,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
28177,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
23195,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
26416,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
31928,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
2058,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21962,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
469,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
11349,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
23654,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
11541,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
17169,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
18811,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
25454,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15955,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
159,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
12909,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
10411,shelf_picking,Police,45,shelf_picking,Police,45,special_zone,Speciální zóna,45,0
15574,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
21332,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
24901,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
13596,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
5313,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
25351,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12398,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
1398,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12015,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
5150,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
30169,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
735,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
27071,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
2316,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
6409,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
9906,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
3361,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
31278,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
5285,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18923,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
8791,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
28988,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
30311,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
7416,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
23647,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
27726,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
25992,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
32440,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
31360,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
7459,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12956,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
2930,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
25774,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
4063,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
2278,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
8402,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
6698,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
22108,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19092,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
5209,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
22968,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
8175,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
19283,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19175,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
22200,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
30694,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
24615,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
32267,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
21906,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
12834,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
25880,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15027,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
19601,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
8217,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
29752,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
29942,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
615,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
18253,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
10213,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
14852,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,shelf_picking,Police,45,0
30328,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
4790,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
31720,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
20672,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21232,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
4808,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
10093,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
25543,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,special_zone,Speciální zóna,45,0
26606,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
31310,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
27553,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
16783,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
4001,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
5959,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
17677,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
4979,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
6488,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
10556,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
6777,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19873,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
9648,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
23762,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
32365,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
11632,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18264,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
24831,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21342,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
21501,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
12939,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
17481,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
18487,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
26259,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
23057,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
16978,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
20645,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
23620,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
11497,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
16133,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
10200,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
21881,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
3187,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15359,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
23724,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
29763,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
10102,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
28190,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
25432,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
31383,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
19253,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
3978,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
14766,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
19357,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
11839,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
17150,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
16883,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
32689,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
30645,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27766,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21642,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
5765,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
17157,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27498,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
14756,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
11468,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
32917,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
12970,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
20156,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
2915,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
24235,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
8945,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
19100,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
268,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
18295,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
3280,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
10261,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
3203,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
27109,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
8524,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
23920,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
12121,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
11686,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
24864,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
13265,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
8725,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
9259,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12063,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27743,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
6140,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
28524,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
2013,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
12633,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
2781,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
23087,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
16210,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
20419,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
9411,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
8418,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
6895,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
24667,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
11620,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
27209,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
2549,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
31717,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
31210,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
28657,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
892,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
26707,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
29350,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
6347,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
22937,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
22731,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
12349,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
26304,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
611,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
2222,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
28126,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
11239,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21866,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
22883,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18876,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
29160,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
4079,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
25695,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
15992,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
16181,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
9314,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
15155,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
6579,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
10946,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
23124,front_zone_bin,Přední zóna,15,pallet_rack,Paleta,80,front_zone_bin,Přední zóna,15,65
6692,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
2142,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
16369,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
12826,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
9847,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
23711,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
6262,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
4993,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
20065,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
13439,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7232,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
2926,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15696,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
6914,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
16352,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
23598,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
17693,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
6095,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
16787,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12929,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
589,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
25277,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
1075,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
17426,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
6502,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
21196,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
9296,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
5796,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
31374,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
9910,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
16662,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
